latitude,longitude,mean_predicted_rainfall,max_predicted_rainfall,mean_heavy_probability,max_heavy_probability,max_absolute_error,observations,spatial_hazard,max_ge_10,max_ge_20,max_ge_30,max_ge_40
5.15,81.25,0.1491679030052502,0.2532436074816666,0.0,0.0,0.0034280145393333,4,No/Very Light,False,False,False,False
5.15,81.35,0.0817496854666996,0.2158904085434657,0.0,0.0,0.0058904085434657,4,No/Very Light,False,False,False,False
5.15,81.45,0.079343272991101,0.1523124276818514,0.0,0.0,0.0050606642825532,4,No/Very Light,False,False,False,False
5.15,81.549995,0.1450155810849285,0.2669812234646029,0.0,0.0,0.0069812234646028,4,No/Very Light,False,False,False,False
5.15,81.65,0.18173569548367277,0.3984546361753964,0.00078878888072495,0.0031551555228998,0.0084546361753963,4,No/Very Light,False,False,False,False
5.15,81.75,0.2146819943837323,0.4322615820755557,0.000774980448775775,0.0030999217951031,0.0122615820755557,4,No/Very Light,False,False,False,False
5.15,81.85,0.356757915168475,0.7017999990055528,0.001635873015873,0.006543492063492,0.0085887117273943,4,No/Very Light,False,False,False,False
5.15,81.95,0.5204810585902536,1.027364486277273,0.0,0.0,0.0104048960349846,4,Light,False,False,False,False
5.15,82.049995,0.5582806089452171,0.9451161096855544,0.000810449498285675,0.0032417979931427,0.02212598443111,4,No/Very Light,False,False,False,False
5.15,82.15,1.0267407514104328,2.0781149555392875,0.0039449463994348,0.0095799420075329,0.0710732860202195,4,Light,False,False,False,False
5.15,82.25,0.8293613807393947,1.2461253809563515,0.002431254555229875,0.0064124700080113,0.0082609731834471,4,Light,False,False,False,False
5.15,82.35,1.0916645171743327,2.150452919491032,0.00158542994706145,0.0063417197882458,0.0281948768438888,4,Light,False,False,False,False
5.15,82.45,0.9910725954097946,1.255238506548983,0.002449171871742675,0.0033125482129082,0.025238506548983,4,Light,False,False,False,False
5.15,82.549995,1.7209336670029296,2.757945491362702,0.007099903311117425,0.009831264178767,0.0479454913627019,4,Light,False,False,False,False
5.15,82.65,2.2050188852856536,2.848815243277452,0.008639312778532426,0.0130436574210836,0.0463146842165334,4,Light,False,False,False,False
5.15,82.75,2.379020271817925,2.771666887785981,0.004694564990314775,0.0093127933925597,0.0316668877859807,4,Light,False,False,False,False
5.15,82.85,1.7060645671038108,2.720366437488362,0.006315918910557125,0.0097491381019611,0.0159465237071436,4,Light,False,False,False,False
5.15,82.95,1.430743949472143,2.366312160655558,0.008771621131236175,0.0130824714352944,0.0290861016514275,4,Light,False,False,False,False
5.15,83.049995,0.7317073848693587,1.5782890008087314,0.004812160388830325,0.0064541912354592,0.0309664752813227,4,Light,False,False,False,False
5.15,83.15,0.4098673430528023,0.5444865838657336,0.005739974853213625,0.0098323659515475,0.0144865838657335,4,No/Very Light,False,False,False,False
5.15,83.25,0.3783069830000841,0.6667162799119848,0.00806177328791435,0.0191686806233348,0.0080241624147005,4,No/Very Light,False,False,False,False
5.15,83.35,0.2769459849979763,0.5410468883300004,0.00325989681322345,0.0065146457976691,0.0110468883300003,4,No/Very Light,False,False,False,False
5.15,83.45,0.3317726399094774,0.4839060273050786,0.0032348580705755248,0.0065146457976691,0.0139060273050786,4,No/Very Light,False,False,False,False
5.15,83.549995,0.3743728978313364,0.6528838025098402,0.004067772397120251,0.0097564437908119,0.0171473190480956,4,No/Very Light,False,False,False,False
5.15,83.65,0.7841469007072785,1.526964966464549,0.003242209258282075,0.0065146457976691,0.0170175019151883,4,Light,False,False,False,False
5.15,83.75,1.1749102605098052,2.5926133683015875,0.007350149988880375,0.0164419947788382,0.0154632620800279,4,Light,False,False,False,False
5.15,83.85,1.62642384943914,4.25544841585595,0.006488285416195625,0.0162261026247969,0.0754484158559503,4,Light,False,False,False,False
5.15,83.95,1.310610555555501,3.873330081361111,0.005678613648883275,0.009775022313231,0.013330081361111,4,Light,False,False,False,False
5.15,84.049995,0.5669132750627183,1.2202498503810848,0.005579789649899575,0.0096392947969624,0.0202499503810849,4,Light,False,False,False,False
5.15,84.15,0.7096710644983832,1.17757333930926,0.011311088504397649,0.0290892806835817,0.0144669554930022,4,Light,False,False,False,False
5.15,84.25,0.8267855870735283,1.89356960391068,0.013787890875207575,0.0194686934716752,0.0135696039106798,4,Light,False,False,False,False
5.15,84.35,0.6928689635312699,1.987374266000265,0.012931763674705474,0.0222805286529078,0.0236111972297352,4,Light,False,False,False,False
5.15,84.45,0.6816452299286583,2.239004534667992,0.009657395774338,0.013060372373319,0.0287650168392857,4,Light,False,False,False,False
5.15,84.549995,0.6997813124352109,2.220936226456353,0.00962980668003785,0.0193748024807515,0.0259998349884753,4,Light,False,False,False,False
5.15,84.65,1.6780229755549438,2.839331235467593,0.005655155522899775,0.0064884888562331,0.056725727328634,4,Light,False,False,False,False
5.15,84.75,2.100476477606646,3.631286161719444,0.00805881116993815,0.0128950677842406,0.1312410877388846,4,Light,False,False,False,False
5.15,84.85,2.2157463035509624,4.794011106857008,0.011146355563085025,0.025591342854783,0.1241822065531743,4,Light,False,False,False,False
5.15,84.95,1.663543951905829,3.478986672034392,0.0081420987222742,0.0098174726073959,0.0460106334248684,4,Light,False,False,False,False
5.15,85.049995,1.2355064064483128,3.963364647628965,0.004860537519695949,0.0098049703518343,0.0266353523710352,4,Light,False,False,False,False
5.15,85.15,0.5978569795302681,1.9224923285269848,0.004022842740602175,0.0064541912354592,0.0224923285269846,4,Light,False,False,False,False
5.15,85.25,0.16369886579586918,0.2284330078024611,0.00400118212304145,0.0063675487652163,0.0084330078024611,4,No/Very Light,False,False,False,False
5.15,85.35,0.14535064243370038,0.1812577700972216,0.003198083812462325,0.0032123932423165,0.004547022847024,4,No/Very Light,False,False,False,False
