timestamp_utc,mean_predicted_rainfall,max_predicted_rainfall,cells_ge_10,cells_ge_20,cells_ge_30
2019-04-30 04:00:00,0.8592887835196825,50.43222564304602,496,203,44
2019-04-30 04:30:00,0.8316782797909199,49.33842149178735,462,223,50
2019-04-30 05:00:00,1.0081689807269318,50.46756844283173,639,290,105
2019-04-30 05:30:00,0.993919398852078,51.19942285966824,592,303,117
