model,MAE,RMSE,R2,MAE_rain_ge_10,MAE_rain_ge_20,MAE_rain_ge_30,predicted_max,actual_max,mean_bias
Model 12,0.07847526470696409,0.5597580813284658,0.964479137812402,3.7714119775548625,5.4237023151513535,6.715242984831751,51.19942285966824,47.629997,0.07627637435290305
