timestamp_utc,mean_predicted_rainfall,max_predicted_rainfall,mean_heavy_probability,cells_ge_10,cells_ge_20,cells_ge_30,cells_ge_40,extreme_cells,very_heavy_or_extreme,heavy_or_above,cyclone_latitude,cyclone_longitude,cyclone_wind_kt,cyclone_pressure_hpa,cyclone_pressure_drop_hpa
2019-04-30 04:00:00,0.8592887835196825,50.43222564304602,0.01932931439827673,496,203,44,25,44,203,496,12.4,86.03333333333333,76.66666666666667,972.6666666666666,29.33333333333333
2019-04-30 04:30:00,0.8316782797909199,49.33842149178735,0.018088769101606797,462,223,50,23,50,223,462,12.45,85.95,77.5,972.0,30.0
2019-04-30 05:00:00,1.0081689807269318,50.46756844283173,0.022726958267124737,639,290,105,46,105,290,639,12.5,85.86666666666667,78.33333333333333,971.3333333333334,30.666666666666668
2019-04-30 05:30:00,0.993919398852078,51.19942285966824,0.021055760463193626,592,303,117,48,117,303,592,12.55,85.78333333333333,79.16666666666667,970.6666666666666,31.33333333333333
